197.PRJEB5994	197.PRJEB5994.CCDA01000014_gene1	0I4QX	eproNOG	137	161	283	1	136	0.985401459854	COG2604	S	Protein of unknown function DUF115
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene2	0I38P	eproNOG	511	1	503	1	504	0.984344422701	COG0119,COG2207,COG4753	E	Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate) (By similarity)
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene3	0I2G3	eproNOG	358	1	353	1	352	0.980446927374	COG0473,COG0684,COG0538,COG0066,COG1058,COG0517	E	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate (By similarity)
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene4	0I2J0	eproNOG	468	1	421	1	465	0.991452991453	COG0065,COG0066,COG1048	E	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate (By similarity)
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene5	0I3JA	eproNOG	200	2	159	4	185	0.905	COG0066	E	Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate (By similarity)
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene6	0I5HD	eproNOG	176	2	173	6	159	0.869318181818	11TPW	Q	Acetyltransferase (GNAT) family
197.PRJEB5994	197.PRJEB5994.CCDA01000057_gene68	0I5D1	eproNOG	141	3	141	1	140	0.985815602837	0ZXQX	S	Acetyltransferase (GNAT) family
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene8	0I36F	eproNOG	356	4	354	5	355	0.983146067416	COG0820	J	Specifically methylates position 2 of adenine 2503 in 23S rRNA and position 2 of adenine 37 in tRNAs. m2A2503 modification seems to play a crucial role in the proofreading step occurring at the peptidyl transferase center and thus would serve to optimize ribosomal fidelity (By similarity)
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene9	0I3RH	eproNOG	178	1	176	1	176	0.983146067416	11KWF	F	Purine nucleoside phosphorylase
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene10	0I2Z6	eproNOG	266	1	268	1	264	0.988721804511	COG0030,COG0494,COG1947	J	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits (By similarity)
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene11	0I2GC	eproNOG	664	3	662	5	664	0.992469879518	COG0595,COG0526	S	ribonuclease J
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene12	0I2WI	eproNOG	253	1	252	1	251	0.98814229249	COG1187	J	Pseudouridine synthase
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene13	0I3WV	eproNOG	103	1	103	1	103	0.990291262136	COG0051	J	Involved in the binding of tRNA to the ribosomes (By similarity)
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene14	0I2MM	eproNOG	191	1	192	1	191	0.994764397906	COG0087	J	50s ribosomal protein l3
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene15	0I3BG	eproNOG	204	1	203	1	203	0.990196078431	COG0088	J	One of the primary rRNA binding proteins, this protein initially binds near the 5'-end of the 23S rRNA. It is important during the early stages of 50S assembly. It makes multiple contacts with different domains of the 23S rRNA in the assembled 50S subunit and ribosome (By similarity)
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene16	0I41M	eproNOG	93	1	93	1	93	0.989247311828	COG0089	J	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome (By similarity)
