192.PRJNA238398	192.PRJNA238398.ABAZ39_00005	01QGG	aproNOG	518	12	471	5	517	0.988416988417	COG0593	L	it binds specifically double-stranded DNA at a 9 bp consensus (dnaA box) 5'-TTATC CA A CA A-3'. DnaA binds to ATP and to acidic phospholipids (By similarity)
192.PRJNA238398	192.PRJNA238398.ABAZ39_00010	01SDW	aproNOG	394	3	374	23	394	0.941624365482	COG0687	E	Spermidine putrescine-binding periplasmic protein
192.PRJNA238398	192.PRJNA238398.ABAZ39_00015	01UDT	aproNOG	353	1	361	1	351	0.991501416431	COG1177,COG1176,COG0555,COG3839,COG4149,COG3842,COG1118	E	ABC transporter
192.PRJNA238398	192.PRJNA238398.ABAZ39_00020	01V5P	aproNOG	538	6	528	5	537	0.988847583643	COG2372,0ZZDV,COG1276	P	Copper resistance
192.PRJNA238398	192.PRJNA238398.ABAZ39_00025	01YMK	aproNOG	174	4	172	7	174	0.959770114943	COG4549	S	nuclear export factor GLE1
192.PRJNA238398	192.PRJNA238398.ABAZ39_00035	01TX5	aproNOG	294	1	303	1	294	0.996598639456	COG1177,COG1176	P	Binding-protein-dependent transport systems inner membrane component
192.PRJNA238398	192.PRJNA238398.ABAZ39_00040	02E08	aproNOG	269	1	271	1	261	0.966542750929	0ZPA8	P	Binding-protein-dependent transport systems inner membrane component
192.PRJNA238398	192.PRJNA238398.ABAZ39_00050	01YAQ	aproNOG	138	10	143	4	137	0.963768115942	COG0824	S	Thioesterase superfamily protein
192.PRJNA238398	192.PRJNA238398.ABAZ39_00055	01QTW	aproNOG	467	6	461	7	466	0.982869379015	COG2132	Q	Multicopper oxidase
192.PRJNA238398	192.PRJNA238398.ABAZ39_00060	01S2R	aproNOG	446	3	409	23	445	0.946188340807	COG2265	J	23S rRNA
192.PRJNA238398	192.PRJNA238398.ABAZ39_00065	01ST3	aproNOG	402	424	823	4	402	0.990049751244	COG1092	S	SAM-dependent methyltransferase
192.PRJNA238398	192.PRJNA238398.ABAZ39_00075	01R3V	aproNOG	498	57	524	15	483	0.939759036145	COG3278,COG2993	C	cytochrome c oxidase, cbb3-type subunit I
192.PRJNA238398	192.PRJNA238398.ABAZ39_00080	01QFP	aproNOG	246	6	239	9	242	0.947154471545	COG2993	C	cytochrome c oxidase, cbb3-type, subunit ii
192.PRJNA238398	192.PRJNA238398.ABAZ39_00085	022YN	aproNOG	53	19	53	16	50	0.641509433962	12DAJ	C	Cytochrome oxidase subunit
192.PRJNA238398	192.PRJNA238398.ABAZ39_00090	01S81	aproNOG	295	1	291	1	295	0.996610169492	COG3245,COG2010	C	C-type cytochrome. Part of the cbb3-type cytochrome c oxidase complex (By similarity)
192.PRJNA238398	192.PRJNA238398.ABAZ39_00095	01RIG	aproNOG	472	17	482	1	470	0.993644067797	COG0348	C	cytochrome c oxidase accessory protein ccog
192.PRJNA238398	192.PRJNA238398.ABAZ39_00100	02D61	aproNOG	174	1	174	1	174	0.994252873563	COG5456	P	FixH
192.PRJNA238398	192.PRJNA238398.ABAZ39_00105	01RGE	aproNOG	822	3	726	27	784	0.920924574209	COG2217,COG2020	P	p-type atpase
192.PRJNA238398	192.PRJNA238398.ABAZ39_00110	01SVW	aproNOG	245	7	234	16	244	0.930612244898	COG0664	K	Transcriptional regulator, Crp Fnr family
192.PRJNA238398	192.PRJNA238398.ABAZ39_00120	01QFN	aproNOG	756	4	749	6	752	0.986772486772	COG0280,COG1838,COG0857,COG0281	C	Malic enzyme
192.PRJNA238398	192.PRJNA238398.ABAZ39_00125	01QID	aproNOG	501	57	420	93	492	0.796407185629	COG4936,COG2197,COG1716,COG3867,COG0004,COG0457,COG1639,COG2198,COG2199,COG0517,COG4753,COG2208,COG3275,COG3850,COG4999,COG0840,COG2203,COG2202,COG1611,COG2200,COG2201,COG2206,COG2207,COG3287,COG2205,0XNMH,COG0643,COG1366,COG5278,COG3300,COG1387,COG2172,COG0745,COG4564,COG4566,COG3437,COG2972,COG2703,COG2204,COG3851,COG3451,COG3452,COG1609,COG1879,COG4585,COG3292,COG1167,COG0699,COG0715,COG0642,COG1352,COG0784,COG4251,COG4250,COG0515,COG4624,COG0834,COG5001,COG0426,COG5002,COG0683,COG0591,COG3322,COG2770,COG2771,COG3614,COG4252,COG3706,COG4191,COG3920,COG3899,COG0347,COG3447,COG2114,COG1455	T	Histidine kinase
192.PRJNA238398	192.PRJNA238398.ABAZ39_00130	01S0W	aproNOG	347	4	343	4	346	0.985590778098	COG0443,COG0226	P	Phosphate ABC transporter, periplasmic phosphate-binding protein
