196.PRJNA259858	196.PRJNA259858.KU70_00995	0I2HX	eproNOG	460	1	459	1	458	0.99347826087	COG0008	J	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu) (By similarity)
196.PRJNA259858	196.PRJNA259858.KU70_09655	0I617	eproNOG	217	708	822	7	112	0.483870967742	COG2931	Q	Inherit from COG: Hemolysin-type calcium-binding
196.PRJNA259858	196.PRJNA259858.KU70_06370	0I30B	eproNOG	381	4	381	3	380	0.989501312336	COG0438,COG0500	M	glycosyl transferase group 1
196.PRJNA259858	196.PRJNA259858.KU70_06385	0I37B	eproNOG	394	1	402	1	394	0.997461928934	COG1134,COG1388,COG3754	G, M	atp-binding protein
196.PRJNA259858	196.PRJNA259858.KU70_06390	0I3SC	eproNOG	254	4	257	2	253	0.988188976378	COG1682	G, M	ABC-2 type transporter
196.PRJNA259858	196.PRJNA259858.KU70_06415	0I47V	eproNOG	184	5	187	4	183	0.972826086957	COG0526	O	lipoprotein
196.PRJNA259858	196.PRJNA259858.KU70_06420	0I42H	eproNOG	209	4	208	4	206	0.966507177033	COG0212	H	5-formyltetrahydrofolate cyclo-ligase
196.PRJNA259858	196.PRJNA259858.KU70_06425	0I31N	eproNOG	517	1	521	1	517	0.998065764023	COG1418	S	Endoribonuclease that initiates mRNA decay (By similarity)
196.PRJNA259858	196.PRJNA259858.KU70_06435	0I3SY	eproNOG	189	1	187	1	187	0.984126984127	COG0586	S	integral membrane protein
196.PRJNA259858	196.PRJNA259858.KU70_06460	0I2KY	eproNOG	465	1	463	1	465	0.997849462366	COG0281,COG0114	C	fumarate hydratase class II
196.PRJNA259858	196.PRJNA259858.KU70_06470	0I6BQ	eproNOG	322	1	319	1	319	0.987577639752	COG1135	P	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system (By similarity)
196.PRJNA259858	196.PRJNA259858.KU70_06480	0I3YV	eproNOG	273	1	262	1	260	0.948717948718	COG2145,COG0819,COG1992,COG0637,COG0352,COG0351	H	phosphomethylpyrimidine kinase
196.PRJNA259858	196.PRJNA259858.KU70_06485	0I3BD	eproNOG	257	29	269	17	257	0.933852140078	COG2011,COG1464	M	lipoprotein
196.PRJNA259858	196.PRJNA259858.KU70_06490	0I4AE	eproNOG	63	1	62	1	62	0.968253968254	COG0227	J	50S ribosomal protein L28
196.PRJNA259858	196.PRJNA259858.KU70_06495	0I2SW	eproNOG	376	2	374	3	376	0.992021276596	COG2703,COG1226	P	Potassium channel protein
196.PRJNA259858	196.PRJNA259858.KU70_06505	0I4GT	eproNOG	75	1	74	1	74	0.973333333333	COG2841	S	Protein of unknown function (DUF465)
196.PRJNA259858	196.PRJNA259858.KU70_09340	0I3ST	eproNOG	202	1	200	1	200	0.985148514851	COG0586,COG0607	S	dedA family
196.PRJNA259858	196.PRJNA259858.KU70_09345	0I4A3	eproNOG	75	1	75	1	74	0.973333333333	1299X	S	
196.PRJNA259858	196.PRJNA259858.KU70_09350	0I2T6	eproNOG	257	68	314	7	252	0.953307392996	COG1044	M	Catalyzes the N-acylation of UDP-3-O-acylglucosamine using 3-hydroxyacyl-ACP as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity)
196.PRJNA259858	196.PRJNA259858.KU70_04285	0I33H	eproNOG	92	5	95	2	92	0.978260869565	COG1139,COG1556,COG0247	C	Iron-sulfur cluster binding protein
196.PRJNA259858	196.PRJNA259858.KU70_04305	0I42R	eproNOG	159	2	164	1	159	0.993710691824	COG2062,COG0494	T	phosphohistidine phosphatase, SixA
196.PRJNA259858	196.PRJNA259858.KU70_04310	0I5IQ	eproNOG	152	378	521	2	152	0.986842105263	COG4797,COG0500	Q	methyltransferase
196.PRJNA259858	196.PRJNA259858.KU70_04325	0I2NP	eproNOG	751	2	751	3	749	0.993342210386	COG0620	E	Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation (By similarity)
196.PRJNA259858	196.PRJNA259858.KU70_04340	0I44N	eproNOG	432	8	439	3	432	0.993055555556	COG0534,COG1151	V	Mate efflux family protein
196.PRJNA259858	196.PRJNA259858.KU70_04350	0I4SN	eproNOG	137	288	376	50	136	0.627737226277	COG3182,COG0369	P	PepSY-associated TM helix
196.PRJNA259858	196.PRJNA259858.KU70_00905	0I2WV	eproNOG	337	1	341	1	337	0.99703264095	COG0802,COG0787,COG0770,COG1876,COG0736	M	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids (By similarity)
196.PRJNA259858	196.PRJNA259858.KU70_00910	0I2QF	eproNOG	288	8	289	1	275	0.951388888889	COG0501	O	Protease HtpX homolog
196.PRJNA259858	196.PRJNA259858.KU70_00915	0I4QM	eproNOG	104	55	122	33	100	0.644230769231	0Y0A6	S	
196.PRJNA259858	196.PRJNA259858.KU70_00935	0I31Y	eproNOG	325	1	323	1	323	0.990769230769	COG0113	H	Delta-aminolevulinic acid dehydratase
