197.PRJEB5994.CCDA01000014_gene1	197.PRJEB5994.CCDA01000014	CDS	408	2	412	+	No	No	26.7156862745	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene2	197.PRJEB5994.CCDA01000073	CDS	1536	145	1680	+	Yes	Yes	34.5703125	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene3	197.PRJEB5994.CCDA01000073	CDS	1077	1677	2753	+	Yes	Yes	34.3546889508	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene4	197.PRJEB5994.CCDA01000073	CDS	1407	2746	4152	+	Yes	Yes	35.749822317	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene5	197.PRJEB5994.CCDA01000073	CDS	603	4154	4756	+	Yes	Yes	29.8507462687	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene6	197.PRJEB5994.CCDA01000073	CDS	531	4736	5266	-	Yes	Yes	27.6836158192	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene7	197.PRJEB5994.CCDA01000073	CDS	99	5808	5906	-	Yes	Yes	22.2222222222	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene8	197.PRJEB5994.CCDA01000073	CDS	1071	5903	6973	-	Yes	Yes	33.2399626517	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene9	197.PRJEB5994.CCDA01000073	CDS	537	6996	7532	-	Yes	Yes	27.374301676	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene10	197.PRJEB5994.CCDA01000073	CDS	801	7613	8413	+	Yes	Yes	29.8377028714	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene11	197.PRJEB5994.CCDA01000073	CDS	1995	8382	10376	+	Yes	Yes	34.6365914787	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene12	197.PRJEB5994.CCDA01000073	CDS	762	10412	11173	+	Yes	Yes	33.8582677165	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene13	197.PRJEB5994.CCDA01000073	CDS	312	11371	11682	+	Yes	Yes	39.1025641026	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene14	197.PRJEB5994.CCDA01000073	CDS	576	11692	12267	+	Yes	Yes	35.4166666667	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene15	197.PRJEB5994.CCDA01000073	CDS	615	12264	12878	+	Yes	Yes	33.9837398374	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene16	197.PRJEB5994.CCDA01000073	CDS	282	12881	13162	+	Yes	Yes	32.2695035461	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene17	197.PRJEB5994.CCDA01000073	CDS	831	13164	13994	+	Yes	Yes	39.1095066185	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene18	197.PRJEB5994.CCDA01000073	CDS	282	13996	14277	+	Yes	Yes	33.3333333333	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene19	197.PRJEB5994.CCDA01000073	CDS	426	14288	14713	+	Yes	Yes	34.9765258216	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene20	197.PRJEB5994.CCDA01000073	CDS	702	14713	15414	+	Yes	Yes	35.6125356125	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene21	197.PRJEB5994.CCDA01000073	CDS	426	15417	15842	+	Yes	Yes	36.6197183099	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene22	197.PRJEB5994.CCDA01000073	CDS	186	15829	16014	+	Yes	Yes	28.4946236559	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene23	197.PRJEB5994.CCDA01000073	CDS	252	16024	16275	+	Yes	Yes	32.5396825397	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene24	197.PRJEB5994.CCDA01000073	CDS	369	16275	16643	+	Yes	Yes	36.8563685637	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene25	197.PRJEB5994.CCDA01000073	CDS	234	16643	16876	+	Yes	Yes	34.188034188	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene26	197.PRJEB5994.CCDA01000073	CDS	546	16880	17425	+	Yes	Yes	33.3333333333	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene27	197.PRJEB5994.CCDA01000073	CDS	186	17427	17612	+	Yes	Yes	38.1720430108	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene28	197.PRJEB5994.CCDA01000073	CDS	396	17622	18017	+	Yes	Yes	31.3131313131	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene29	197.PRJEB5994.CCDA01000073	CDS	537	18096	18632	+	Yes	Yes	32.9608938547	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene30	197.PRJEB5994.CCDA01000073	CDS	357	18642	18998	+	Yes	Yes	30.81232493	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene31	197.PRJEB5994.CCDA01000073	CDS	444	19010	19453	+	Yes	Yes	37.8378378378	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene32	197.PRJEB5994.CCDA01000073	CDS	393	19458	19850	+	Yes	Yes	34.096692112	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene33	197.PRJEB5994.CCDA01000073	CDS	1266	19850	21115	+	Yes	Yes	34.3601895735	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene34	197.PRJEB5994.CCDA01000073	CDS	1272	21143	22414	-	Yes	Yes	31.5251572327	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene35	197.PRJEB5994.CCDA01000073	CDS	2103	22609	24711	+	Yes	Yes	33.8088445078	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene36	197.PRJEB5994.CCDA01000073	CDS	837	24713	25549	+	Yes	Yes	36.2007168459	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene37	197.PRJEB5994.CCDA01000073	CDS	1176	25530	26705	+	Yes	Yes	30.1870748299	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene38	197.PRJEB5994.CCDA01000073	CDS	1269	26820	28088	+	Yes	Yes	35.6973995272	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene39	197.PRJEB5994.CCDA01000073	CDS	765	28168	28932	+	Yes	Yes	29.6732026144	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene40	197.PRJEB5994.CCDA01000073	CDS	762	28978	29739	+	Yes	Yes	26.1154855643	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene41	197.PRJEB5994.CCDA01000073	CDS	1755	29743	31497	-	Yes	Yes	26.8376068376	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000073_gene42	197.PRJEB5994.CCDA01000073	CDS	2268	31699	33969	-	No	No	33.1569664903	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000058_gene43	197.PRJEB5994.CCDA01000058	CDS	1497	2	1501	-	No	No	37.541750167	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000058_gene44	197.PRJEB5994.CCDA01000058	CDS	1476	1647	3122	-	Yes	Yes	37.2628726287	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene45	197.PRJEB5994.CCDA01000057	CDS	477	1	480	-	No	No	25.786163522	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene46	197.PRJEB5994.CCDA01000057	CDS	606	477	1082	-	Yes	Yes	30.6930693069	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene47	197.PRJEB5994.CCDA01000057	CDS	1146	1072	2217	-	Yes	Yes	34.6422338569	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene48	197.PRJEB5994.CCDA01000057	CDS	777	2220	2996	-	Yes	Yes	38.3526383526	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene49	197.PRJEB5994.CCDA01000057	CDS	801	2999	3799	-	Yes	Yes	34.0823970037	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene50	197.PRJEB5994.CCDA01000057	CDS	192	3799	3990	-	Yes	Yes	28.6458333333	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene51	197.PRJEB5994.CCDA01000057	CDS	1098	4000	5097	-	Yes	Yes	35.7012750455	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene52	197.PRJEB5994.CCDA01000057	CDS	600	5101	5700	-	Yes	Yes	29.6666666667	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene53	197.PRJEB5994.CCDA01000057	CDS	702	5693	6394	-	Yes	Yes	34.7578347578	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene54	197.PRJEB5994.CCDA01000057	CDS	1827	6437	8263	-	Yes	Yes	26.9293924466	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene55	197.PRJEB5994.CCDA01000057	CDS	579	8614	9192	-	Yes	Yes	29.8791018998	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene56	197.PRJEB5994.CCDA01000057	CDS	1095	9164	10258	-	Yes	Yes	24.9315068493	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene57	197.PRJEB5994.CCDA01000057	CDS	2208	10267	12474	-	Yes	Yes	32.2463768116	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene58	197.PRJEB5994.CCDA01000057	CDS	351	12467	12817	-	Yes	Yes	22.5071225071	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene59	197.PRJEB5994.CCDA01000057	CDS	1299	12810	14108	-	Yes	Yes	33.7952270978	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene60	197.PRJEB5994.CCDA01000057	CDS	1818	14172	15989	-	Yes	Yes	26.1276127613	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene61	197.PRJEB5994.CCDA01000057	CDS	777	16001	16777	-	Yes	Yes	29.3436293436	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene62	197.PRJEB5994.CCDA01000057	CDS	174	16770	16943	-	Yes	Yes	28.7356321839	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene63	197.PRJEB5994.CCDA01000057	CDS	1458	16940	18397	-	Yes	Yes	38.7517146776	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene64	197.PRJEB5994.CCDA01000057	CDS	1362	18407	19768	-	Yes	Yes	34.5080763583	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene65	197.PRJEB5994.CCDA01000057	CDS	111	19765	19875	-	Yes	Yes	32.4324324324	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene66	197.PRJEB5994.CCDA01000057	CDS	2754	19869	22622	-	Yes	Yes	32.788671024	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene67	197.PRJEB5994.CCDA01000057	CDS	1089	22721	23809	+	Yes	Yes	29.3847566575	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene68	197.PRJEB5994.CCDA01000057	CDS	426	23821	24246	+	Yes	Yes	28.6384976526	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene69	197.PRJEB5994.CCDA01000057	CDS	444	24310	24753	+	Yes	Yes	31.3063063063	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene70	197.PRJEB5994.CCDA01000057	CDS	606	24886	25491	+	Yes	Yes	28.2178217822	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene71	197.PRJEB5994.CCDA01000057	CDS	504	25649	26152	+	Yes	Yes	29.9603174603	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene72	197.PRJEB5994.CCDA01000057	CDS	1107	26149	27255	+	Yes	Yes	29.810298103	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000057_gene73	197.PRJEB5994.CCDA01000057	CDS	381	27248	27631	+	No	No	28.0839895013	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000056_gene74	197.PRJEB5994.CCDA01000056	CDS	939	2	943	+	No	No	25.1331203408	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000056_gene75	197.PRJEB5994.CCDA01000056	CDS	165	953	1117	+	Yes	Yes	18.7878787879	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000056_gene76	197.PRJEB5994.CCDA01000056	CDS	582	1056	1637	+	Yes	Yes	27.4914089347	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000056_gene77	197.PRJEB5994.CCDA01000056	CDS	510	1634	2143	-	Yes	Yes	25.8823529412	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000056_gene78	197.PRJEB5994.CCDA01000056	CDS	2589	2243	4831	+	Yes	Yes	33.2174584782	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000056_gene79	197.PRJEB5994.CCDA01000056	CDS	1206	4828	6033	+	Yes	Yes	30.0995024876	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000056_gene80	197.PRJEB5994.CCDA01000056	CDS	684	6158	6841	+	Yes	Yes	29.2397660819	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000055_gene81	197.PRJEB5994.CCDA01000055	CDS	729	0	731	-	No	No	25.3772290809	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000055_gene82	197.PRJEB5994.CCDA01000055	CDS	1878	786	2663	-	Yes	Yes	24.4408945687	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000062_gene83	197.PRJEB5994.CCDA01000062	CDS	1416	48	1463	+	Yes	Yes	29.4491525424	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000062_gene84	197.PRJEB5994.CCDA01000062	CDS	384	1502	1885	+	Yes	Yes	26.5625	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000062_gene85	197.PRJEB5994.CCDA01000062	CDS	1476	1916	3391	-	Yes	Yes	36.7208672087	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene86	197.PRJEB5994.CCDA01000061	CDS	372	101	472	+	Yes	Yes	28.7634408602	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene87	197.PRJEB5994.CCDA01000061	CDS	453	525	977	+	Yes	Yes	25.3863134658	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene88	197.PRJEB5994.CCDA01000061	CDS	561	974	1534	+	Yes	Yes	25.4901960784	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene89	197.PRJEB5994.CCDA01000061	CDS	900	1541	2440	-	Yes	Yes	31.6666666667	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
197.PRJEB5994.CCDA01000061_gene90	197.PRJEB5994.CCDA01000061	CDS	297	2567	2863	-	Yes	Yes	35.3535353535	-	annotation tax_id_proj_id=197.PRJEB5994 project_id=PRJEB5994 cog=- 
