192.PRJNA238398.ABAZ39_00005	192.PRJNA238398.CP007793	CDS	1557	0	1556	+	Yes	Yes	68.5292228645	-	annotation product=chromosomal replication initiation protein tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10427.1 GI=646255954 
192.PRJNA238398.ABAZ39_00010	192.PRJNA238398.CP007793	CDS	1185	1756	2940	+	Yes	Yes	68.2700421941	-	annotation product=spermidine/putrescine ABC transporter substrate-binding protein tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10428.1 GI=646255955 
192.PRJNA238398.ABAZ39_00015	192.PRJNA238398.CP007793	CDS	1062	3172	4233	+	Yes	Yes	71.5630885122	-	annotation product=ABC transporter ATP-binding protein tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10429.1 GI=646255956 
192.PRJNA238398.ABAZ39_00020	192.PRJNA238398.CP007793	CDS	1617	4240	5856	-	Yes	Yes	76.4378478664	-	annotation tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10430.1 GI=646255957 
192.PRJNA238398.ABAZ39_00025	192.PRJNA238398.CP007793	CDS	525	5872	6396	-	Yes	Yes	70.2857142857	-	annotation tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10431.1 GI=646255958 
192.PRJNA238398.ABAZ39_00035	192.PRJNA238398.CP007793	CDS	885	7063	7947	+	Yes	Yes	65.988700565	-	annotation product=ABC transporter permease tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10432.1 GI=646255959 
192.PRJNA238398.ABAZ39_00040	192.PRJNA238398.CP007793	CDS	810	7958	8767	+	Yes	Yes	68.6419753086	-	annotation product=spermidine/putrescine ABC transporter permease tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10433.1 GI=646255960 
192.PRJNA238398.ABAZ39_00045	192.PRJNA238398.CP007793	CDS	243	8887	9129	-	Yes	Yes	65.0205761317	-	annotation tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10434.1 GI=646255961 
192.PRJNA238398.ABAZ39_00050	192.PRJNA238398.CP007793	CDS	417	9292	9708	+	Yes	Yes	68.824940048	-	annotation product=thioesterase tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10435.1 GI=646255962 
192.PRJNA238398.ABAZ39_00055	192.PRJNA238398.CP007793	CDS	1404	9716	11119	+	Yes	Yes	72.6495726496	-	annotation product=copper oxidase tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10436.1 GI=646255963 
192.PRJNA238398.ABAZ39_00060	192.PRJNA238398.CP007793	CDS	1341	11116	12456	+	Yes	Yes	74.4220730798	-	annotation product=RNA methyltransferase tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10437.1 GI=646255964 
192.PRJNA238398.ABAZ39_00065	192.PRJNA238398.CP007793	CDS	1209	12524	13732	-	Yes	Yes	70.8850289495	-	annotation product=SAM-dependent methyltransferase tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10438.1 GI=646255965 
192.PRJNA238398.ABAZ39_00070	192.PRJNA238398.CP007793	CDS	531	13849	14379	-	Yes	Yes	63.8418079096	-	annotation tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10439.1 GI=646255966 
192.PRJNA238398.ABAZ39_00075	192.PRJNA238398.CP007793	CDS	1497	14626	16122	+	Yes	Yes	63.9278557114	-	annotation product=cytochrome oxidase tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10440.1 GI=646255967 
192.PRJNA238398.ABAZ39_00080	192.PRJNA238398.CP007793	CDS	741	16142	16882	+	Yes	Yes	62.2132253711	-	annotation product=peptidase S41 tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10441.1 GI=646255968 
192.PRJNA238398.ABAZ39_00085	192.PRJNA238398.CP007793	CDS	162	16896	17057	+	Yes	Yes	60.4938271605	-	annotation product=cytochrome oxidase tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10442.1 GI=646255969 
192.PRJNA238398.ABAZ39_00090	192.PRJNA238398.CP007793	CDS	888	17061	17948	+	Yes	Yes	66.7792792793	-	annotation product=cytochrome Cbb3 tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10443.1 GI=646255970 
192.PRJNA238398.ABAZ39_00095	192.PRJNA238398.CP007793	CDS	1419	18399	19817	+	Yes	Yes	67.7942212826	-	annotation product=nitrogen fixation protein FixG tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10444.1 GI=646255971 
192.PRJNA238398.ABAZ39_00100	192.PRJNA238398.CP007793	CDS	525	19864	20388	+	Yes	Yes	68.1904761905	-	annotation product=integral membrane protein linked to a cation pump tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10445.1 GI=646255972 
192.PRJNA238398.ABAZ39_00105	192.PRJNA238398.CP007793	CDS	2469	20437	22905	+	Yes	Yes	73.1470230863	-	annotation product=ATPase P tax_id_proj_id=192.PRJNA238398 note=Derived by automated computational analysis using gene prediction method: Protein Homology. cog=- project_id=PRJNA238398 protein_id=AIB10446.1 GI=646255973 
