197.PRJEB5994	197.PRJEB5994.CCDA01000014_gene1	192222.Cj1340c	1.2e-84	270.1			
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene2	192222.Cj1719c	0	1129.7	LEUA	GO:0003674,GO:0003824,GO:0003852,GO:0003985,GO:0003988,GO:0006082,GO:0006520,GO:0006551,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009098,GO:0009987,GO:0016053,GO:0016407,GO:0016408,GO:0016453,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046394,GO:0046912,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1100,1110,1210,1230,290,620
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene3	360105.CCV52592_1365	2.4e-123	402.4	LEUB	GO:0003674,GO:0003824,GO:0003862,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006551,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009098,GO:0009267,GO:0009605,GO:0009987,GO:0009991,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0019752,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0034198,GO:0042594,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044699,GO:0044710,GO:0044711,GO:0044763,GO:0046394,GO:0050896,GO:0051716,GO:0055114,GO:0071496,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1100,1110,1210,1230,290
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene4	192222.Cj1717c	0	1058.3	LEUC	GO:0003674,GO:0003824,GO:0003861,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006551,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009098,GO:0009316,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0016853,GO:0016866,GO:0019752,GO:0032991,GO:0043234,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1100,1110,1210,1230,290,660
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene5	192222.Cj1716c	4.1e-134	435.3	LEUD	GO:0003674,GO:0003824,GO:0003861,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006551,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009081,GO:0009082,GO:0009098,GO:0009316,GO:0009987,GO:0016053,GO:0016829,GO:0016835,GO:0016836,GO:0016853,GO:0016866,GO:0019752,GO:0032991,GO:0043234,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1100,1110,1210,1230,290,660
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene6	360107.CHAB381_0836	3.9e-11	32.6			1120,350,362,627,642,903
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene8	192222.Cj1713	1.5e-238	781.7	RLMN	GO:0000049,GO:0000154,GO:0001510,GO:0002935,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008169,GO:0008173,GO:0008175,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016426,GO:0016433,GO:0016740,GO:0016741,GO:0022613,GO:0030488,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0051536,GO:0051539,GO:0051540,GO:0070040,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363	
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene9	192222.Cj1712	5.1e-120	388.9			
197.PRJEB5994	197.PRJEB5994.CCDA01000057_gene51	192222.Cj1048c	1.6e-249	817.9	DAPE	GO:0003674,GO:0003824,GO:0006082,GO:0006520,GO:0006553,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009014,GO:0009058,GO:0009066,GO:0009067,GO:0009085,GO:0009089,GO:0009987,GO:0016053,GO:0016787,GO:0016810,GO:0016811,GO:0019752,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046394,GO:0046451,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1100,1110,1120,1210,1230,300,330
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene10	192222.Cj1711c	3.9e-179	584.8	RSMA	GO:0000028,GO:0000154,GO:0000179,GO:0000959,GO:0000988,GO:0000989,GO:0001510,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003712,GO:0003723,GO:0003729,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006139,GO:0006351,GO:0006364,GO:0006390,GO:0006396,GO:0006417,GO:0006725,GO:0006807,GO:0006950,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008174,GO:0008649,GO:0008757,GO:0009058,GO:0009059,GO:0009266,GO:0009295,GO:0009409,GO:0009451,GO:0009536,GO:0009628,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010608,GO:0016043,GO:0016070,GO:0016071,GO:0016072,GO:0016422,GO:0016433,GO:0016556,GO:0016740,GO:0016741,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019843,GO:0020011,GO:0022607,GO:0022613,GO:0022618,GO:0031167,GO:0031323,GO:0031326,GO:0031974,GO:0032259,GO:0032268,GO:0032774,GO:0034470,GO:0034622,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0042254,GO:0042255,GO:0042274,GO:0042645,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043414,GO:0043566,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051246,GO:0051252,GO:0060255,GO:0065003,GO:0065007,GO:0070013,GO:0070475,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0080009,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:2000112,GO:2001141	1120,3040,340,350,5168,624
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene11	192222.Cj1710c	0	1503.3	RNJA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	3018
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene12	192222.Cj1709c	6.7e-169	550.8	RLUB	GO:0000154,GO:0000455,GO:0001522,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016853,GO:0016866,GO:0022613,GO:0031118,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360	
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene13	192222.Cj1708c	1.9e-66	211.7	RPSJ	GO:0000003,GO:0000313,GO:0000314,GO:0002119,GO:0002164,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0005761,GO:0005763,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006810,GO:0006915,GO:0006996,GO:0007005,GO:0007275,GO:0008104,GO:0008150,GO:0008152,GO:0008219,GO:0009058,GO:0009059,GO:0009306,GO:0009507,GO:0009532,GO:0009536,GO:0009570,GO:0009790,GO:0009791,GO:0009792,GO:0009987,GO:0010467,GO:0012501,GO:0015031,GO:0015935,GO:0016020,GO:0016043,GO:0016265,GO:0019538,GO:0022626,GO:0022627,GO:0030312,GO:0030529,GO:0031974,GO:0032501,GO:0032502,GO:0032543,GO:0032940,GO:0032991,GO:0033036,GO:0034645,GO:0040007,GO:0040008,GO:0040009,GO:0040010,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044434,GO:0044435,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0044765,GO:0044767,GO:0045184,GO:0045927,GO:0046903,GO:0048518,GO:0048856,GO:0050789,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0065007,GO:0070013,GO:0071702,GO:0071704,GO:0071840,GO:0071944,GO:1901576	3010,970
197.PRJEB5994	197.PRJEB5994.CCDA01000073_gene14	354242.Cjejjejuni_010100009005	5.7e-130	421.5	RPLC	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009893,GO:0009941,GO:0009987,GO:0010467,GO:0010468,GO:0010604,GO:0016020,GO:0019219,GO:0019222,GO:0019538,GO:0031323,GO:0031325,GO:0031967,GO:0031975,GO:0034645,GO:0040007,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044087,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0045935,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0071944,GO:0080090,GO:0090069,GO:1901576,GO:2000232,GO:2000234	3010
